cod,nume,cod_name,tip,sirsup,regiune,judet
1 017,MUNICIPIUL ALBA IULIA,siruta,1,10,7,1
1 026,ALBA IULIA,siruta,9,1 017,7,1
1 035,BÃRÃBANŢ,siruta,10,1 017,7,1
1 044,MICEŞTI,siruta,10,1 017,7,1
1 053,OARDA,siruta,10,1 017,7,1
1 062,PÂCLIŞA,siruta,10,1 017,7,1
1 213,MUNICIPIUL AIUD,siruta,4,10,7,1
1 222,AIUD,siruta,9,1 213,7,1
1 231,AIUDUL DE SUS,siruta,10,1 213,7,1
1 277,CIUMBRUD,siruta,11,1 213,7,1
1 240,GÂMBAŞ,siruta,10,1 213,7,1
1 286,GÂRBOVA DE JOS,siruta,11,1 213,7,1
1 295,GÂRBOVA DE SUS,siruta,11,1 213,7,1
1 302,GÂRBOVIŢA,siruta,11,1 213,7,1
1 259,MÃGINA,siruta,10,1 213,7,1
1 268,PÃGIDA,siruta,10,1 213,7,1
1 311,SÂNCRAI,siruta,11,1 213,7,1
1 320,ŢIFRA,siruta,11,1 213,7,1
1 348,MUNICIPIUL BLAJ,siruta,4,10,7,1
1 357,BLAJ,siruta,9,1 348,7,1
1 366,DELENI-OBÂRŞIE,siruta,10,1 348,7,1
1 375,FLITEŞTI,siruta,10,1 348,7,1
1 384,IZVOARELE,siruta,10,1 348,7,1
1 428,MÃNÃRADE,siruta,11,1 348,7,1
1 393,PETRISAT,siruta,10,1 348,7,1
1 437,SPÃTAC,siruta,11,1 348,7,1
1 400,TIUR,siruta,10,1 348,7,1
1 419,VEZA,siruta,10,1 348,7,1
1 874,MUNICIPIUL SEBEŞ,siruta,4,10,7,1
1 883,SEBEŞ,siruta,9,1 874,7,1
1 892,LANCRÃM,siruta,10,1 874,7,1
1 909,PETREŞTI,siruta,10,1 874,7,1
1 918,RÃHÃU,siruta,11,1 874,7,1
1 151,ORAŞ ABRUD,siruta,2,10,7,1
1 160,ABRUD,siruta,17,1 151,7,1
1 179,ABRUD-SAT,siruta,18,1 151,7,1
1 188,GURA CORNEI,siruta,18,1 151,7,1
1 197,SOHARU,siruta,18,1 151,7,1
2 915,ORAŞ BAIA DE ARIEŞ,siruta,2,10,7,1
2 924,BAIA DE ARIEŞ,siruta,17,2 915,7,1
2 933,BRÃZEŞTI,siruta,19,2 915,7,1
2 942,CIOARA DE SUS,siruta,19,2 915,7,1
2 951,MUNCELU,siruta,19,2 915,7,1
2 960,SARTÃŞ,siruta,19,2 915,7,1
2 979,SIMULEŞTI,siruta,19,2 915,7,1
1 455,ORAŞ CÂMPENI,siruta,2,10,7,1
1 464,CÂMPENI,siruta,17,1 455,7,1
1 473,BONCEŞTI,siruta,18,1 455,7,1
1 482,BORLEŞTI,siruta,18,1 455,7,1
1 491,BOTEŞTI,siruta,18,1 455,7,1
1 507,CERTEGE,siruta,18,1 455,7,1
1 516,COASTA VÂSCULUI,siruta,18,1 455,7,1
1 525,DÃNDUŢ,siruta,18,1 455,7,1
1 534,DEALU BISTRII,siruta,18,1 455,7,1
1 543,DEALU CAPSEI,siruta,18,1 455,7,1
1 552,DRIC,siruta,18,1 455,7,1
1 561,FAŢA ABRUDULUI,siruta,18,1 455,7,1
1 570,FLOREŞTI,siruta,18,1 455,7,1
1 589,FURDUIEŞTI,siruta,18,1 455,7,1
1 598,MIHOEŞTI,siruta,18,1 455,7,1
1 605,MOTORÃŞTI,siruta,18,1 455,7,1
1 614,PESTE VALEA BISTRII,siruta,18,1 455,7,1
1 623,PODURI,siruta,18,1 455,7,1
1 632,SORLIŢA,siruta,18,1 455,7,1
1 641,TOMUŞEŞTI,siruta,18,1 455,7,1
1 650,VALEA BISTRII,siruta,18,1 455,7,1
1 669,VALEA CASELOR,siruta,18,1 455,7,1
1 678,VÂRŞI,siruta,18,1 455,7,1
1 696,ORAŞ CUGIR,siruta,2,10,7,1
1 703,CUGIR,siruta,17,1 696,7,1
1 712,BOCŞITURA,siruta,18,1 696,7,1
1 721,BUCURU,siruta,18,1 696,7,1
1 730,CÃLENE,siruta,18,1 696,7,1
1 749,FEŢENI,siruta,18,1 696,7,1
1 758,GOAŞELE,siruta,18,1 696,7,1
1 767,MUGEŞTI,siruta,18,1 696,7,1
1 776,VINEREA,siruta,18,1 696,7,1
1 794,ORAŞ OCNA MUREŞ,siruta,2,10,7,1
1 801,OCNA MUREŞ,siruta,17,1 794,7,1
1 838,CISTEIU DE MUREŞ,siruta,19,1 794,7,1
1 847,MICOŞLACA,siruta,19,1 794,7,1
1 856,RÃZBOIENI-CETATE,siruta,19,1 794,7,1
1 810,UIOARA DE JOS,siruta,18,1 794,7,1
1 829,UIOARA DE SUS,siruta,18,1 794,7,1
8 096,ORAŞ TEIUŞ,siruta,2,10,7,1
8 103,TEIUŞ,siruta,17,8 096,7,1
8 112,BELDIU,siruta,19,8 096,7,1
8 121,CÃPUD,siruta,19,8 096,7,1
8 130,COŞLARIU NOU,siruta,19,8 096,7,1
8 149,PEŢELCA,siruta,19,8 096,7,1
1 936,ORAŞ ZLATNA,siruta,2,10,7,1
1 945,ZLATNA,siruta,17,1 936,7,1
1 954,BOTEŞTI,siruta,19,1 936,7,1
1 963,BUDENI,siruta,19,1 936,7,1
1 972,DEALU ROATEI,siruta,19,1 936,7,1
1 981,DOBROT,siruta,19,1 936,7,1
1 990,DUMBRAVA,siruta,19,1 936,7,1
2 005,FENEŞ,siruta,19,1 936,7,1
2 014,GALAŢI,siruta,19,1 936,7,1
2 023,IZVORU AMPOIULUI,siruta,19,1 936,7,1
2 032,PÃTRÂNGENI,siruta,19,1 936,7,1
2 050,PÂRAU GRUIULUI,siruta,19,1 936,7,1
2 041,PIRITA,siruta,19,1 936,7,1
2 069,PODU LUI PAUL,siruta,19,1 936,7,1
2 078,RUNC,siruta,19,1 936,7,1
2 087,RUŞI,siruta,19,1 936,7,1
2 096,SUSENI,siruta,19,1 936,7,1
2 103,TRÂMPOIELE,siruta,19,1 936,7,1
2 112,VALEA MICÃ,siruta,19,1 936,7,1
2 121,VÂLTORI,siruta,19,1 936,7,1
2 130,ALBAC,siruta,3,10,7,1
2 149,ALBAC,siruta,22,2 130,7,1
2 158,BÃRÃŞTI,siruta,23,2 130,7,1
2 167,BUDÃIEŞTI,siruta,23,2 130,7,1
2 176,CIONEŞTI,siruta,23,2 130,7,1
2 185,COSTEŞTI,siruta,23,2 130,7,1
2 194,DEALU LÃMÃŞOI,siruta,23,2 130,7,1
2 201,DEVE,siruta,23,2 130,7,1
2 210,DUPÃ PLEŞE,siruta,23,2 130,7,1
2 229,FAŢA,siruta,23,2 130,7,1
2 238,PLEŞEŞTI,siruta,23,2 130,7,1
2 247,POTIONCI,siruta,23,2 130,7,1
2 256,ROGOZ,siruta,23,2 130,7,1
2 265,ROŞEŞTI,siruta,23,2 130,7,1
2 274,RUSEŞTI,siruta,23,2 130,7,1
2 283,SOHODOL,siruta,23,2 130,7,1
2 292,TAMBOREŞTI,siruta,23,2 130,7,1
2 309,ALMAŞU MARE,siruta,3,10,7,1
2 318,ALMAŞU MARE,siruta,22,2 309,7,1
2 327,ALMAŞU DE MIJLOC,siruta,23,2 309,7,1
2 336,BRÃDET,siruta,23,2 309,7,1
2 345,CHEILE CIBULUI,siruta,23,2 309,7,1
2 354,CIB,siruta,23,2 309,7,1
2 363,GLOD,siruta,23,2 309,7,1
2 372,NÃDÃŞTIA,siruta,23,2 309,7,1
2 381,ARIEŞENI,siruta,3,10,7,1
2 390,ARIEŞENI,siruta,22,2 381,7,1
2 407,AVRÃMEŞTI,siruta,23,2 381,7,1
2 416,BUBEŞTI,siruta,23,2 381,7,1
2 425,CASA DE PIATRÃ,siruta,23,2 381,7,1
2 434,COBLEŞ,siruta,23,2 381,7,1
2 443,DEALU BAJULUI,siruta,23,2 381,7,1
2 452,FAŢA CRISTESEI,siruta,23,2 381,7,1
2 461,FAŢA LÃPUŞULUI,siruta,23,2 381,7,1
2 470,GALBENA,siruta,23,2 381,7,1
2 489,HODOBANA,siruta,23,2 381,7,1
2 498,IZLAZ,siruta,23,2 381,7,1
2 504,PÃNTEŞTI,siruta,23,2 381,7,1
2 513,PÃTRÃHÃIŢEŞTI,siruta,23,2 381,7,1
2 522,POIENIŢA,siruta,23,2 381,7,1
2 531,RAVICEŞTI,siruta,23,2 381,7,1
2 540,STURU,siruta,23,2 381,7,1
2 559,ŞTEI-ARIEŞENI,siruta,23,2 381,7,1
2 568,VANVUCEŞTI,siruta,23,2 381,7,1
2 577,AVRAM IANCU,siruta,3,10,7,1
2 586,AVRAM IANCU,siruta,22,2 577,7,1
2 595,ACHIMEŢEŞTI,siruta,23,2 577,7,1
2 602,AVRÃMEŞTI,siruta,23,2 577,7,1
2 611,BÃDÃI,siruta,23,2 577,7,1
2 620,BOLDEŞTI,siruta,23,2 577,7,1
2 639,CÃLUGÃREŞTI,siruta,23,2 577,7,1
2 648,CÃSOAIA,siruta,23,2 577,7,1
2 657,CÂNDEŞTI,siruta,23,2 577,7,1
2 666,CÂRÃŞTI,siruta,23,2 577,7,1
2 675,CÂRŢULEŞTI,siruta,23,2 577,7,1
2 684,COCEŞTI,siruta,23,2 577,7,1
2 693,COCOŞEŞTI,siruta,23,2 577,7,1
2 700,COROIEŞTI,siruta,23,2 577,7,1
2 719,DEALU CRIŞULUI,siruta,23,2 577,7,1
2 728,DOLEŞTI,siruta,23,2 577,7,1
2 737,DUMÃCEŞTI,siruta,23,2 577,7,1
2 746,GOJEIEŞTI,siruta,23,2 577,7,1
2 755,HELEREŞTI,siruta,23,2 577,7,1
2 764,INCEŞTI,siruta,23,2 577,7,1
2 773,JOJEI,siruta,23,2 577,7,1
2 782,MÃRTEŞTI,siruta,23,2 577,7,1
2 791,ORGEŞTI,siruta,23,2 577,7,1
2 808,PÃTRUŢEŞTI,siruta,23,2 577,7,1
2 817,PLAI,siruta,23,2 577,7,1
2 826,PUŞELEŞTI,siruta,23,2 577,7,1
2 835,ŞOICEŞTI,siruta,23,2 577,7,1
2 844,ŞTERTEŞTI,siruta,23,2 577,7,1
2 853,TÂRSA,siruta,23,2 577,7,1
2 862,TÂRSA-PLAI,siruta,23,2 577,7,1
2 871,VALEA MACIULUI,siruta,23,2 577,7,1
2 880,VALEA UŢULUI,siruta,23,2 577,7,1
2 899,VERDEŞTI,siruta,23,2 577,7,1
2 906,VIDRIŞOARA,siruta,23,2 577,7,1
2 988,BERGHIN,siruta,3,10,7,1
2 997,BERGHIN,siruta,22,2 988,7,1
3 002,GHIRBOM,siruta,23,2 988,7,1
3 011,HENIG,siruta,23,2 988,7,1
3 020,STRAJA,siruta,23,2 988,7,1
3 039,BISTRA,siruta,3,10,7,1
3 048,BISTRA,siruta,22,3 039,7,1
3 057,ARONEŞTI,siruta,23,3 039,7,1
3 066,BÃLEŞTI,siruta,23,3 039,7,1
3 075,BÃLEŞTI-CÃTUN,siruta,23,3 039,7,1
3 084,BÂRLEŞTI,siruta,23,3 039,7,1
3 093,CHELETENI,siruta,23,3 039,7,1
3 100,CIULDEŞTI,siruta,23,3 039,7,1
3 119,CREŢEŞTI,siruta,23,3 039,7,1
3 137,DÂMBURENI,siruta,23,3 039,7,1
3 128,DEALU MUNTELUI,siruta,23,3 039,7,1
3 146,DURÃŞTI,siruta,23,3 039,7,1
3 155,GÃNEŞTI,siruta,23,3 039,7,1
3 164,GÂRDE,siruta,23,3 039,7,1
3 173,HODIŞEŞTI,siruta,23,3 039,7,1
3 182,HUDRICEŞTI,siruta,23,3 039,7,1
3 191,LIPAIA,siruta,23,3 039,7,1
3 208,LUNCA LARGÃ,siruta,23,3 039,7,1
3 217,LUNCA MERILOR,siruta,23,3 039,7,1
3 226,MIHÃIEŞTI,siruta,23,3 039,7,1
3 235,NÃMAŞ,siruta,23,3 039,7,1
3 244,NOVÃCEŞTI,siruta,23,3 039,7,1
3 253,PERJEŞTI,siruta,23,3 039,7,1
3 262,POIANA,siruta,23,3 039,7,1
3 271,POIU,siruta,23,3 039,7,1
3 280,RÃTITIŞ,siruta,23,3 039,7,1
3 299,RUNCURI,siruta,23,3 039,7,1
3 306,SÃLÃGEŞTI,siruta,23,3 039,7,1
3 315,ŞTEFANCA,siruta,23,3 039,7,1
3 324,TOLÃCEŞTI,siruta,23,3 039,7,1
3 333,TOMNATEC,siruta,23,3 039,7,1
3 342,TRIŞOREŞTI,siruta,23,3 039,7,1
3 351,ŢÃRÃNEŞTI,siruta,23,3 039,7,1
3 360,VÂRŞI-RONTU,siruta,23,3 039,7,1
3 379,VÂRŞII MARI,siruta,23,3 039,7,1
3 388,VÂRŞII MICI,siruta,23,3 039,7,1
3 397,BLANDIANA,siruta,3,10,7,1
3 404,BLANDIANA,siruta,22,3 397,7,1
3 413,ACMARIU,siruta,23,3 397,7,1
3 422,IBRU,siruta,23,3 397,7,1
3 431,POIENI,siruta,23,3 397,7,1
3 440,RÃCÃTÃU,siruta,23,3 397,7,1
9 026,BUCERDEA GRÂNOASĂ,siruta,3,10,7,1
4 204,BUCERDEA GRÂNOASÃ,siruta,22,9 026,7,1
4 213,CORNU,siruta,23,9 026,7,1
4 222,PÃDURE,siruta,23,9 026,7,1
4 231,PÂNCA,siruta,23,9 026,7,1
3 459,BUCIUM,siruta,3,10,7,1
3 468,BUCIUM,siruta,22,3 459,7,1
3 477,ANGHELEŞTI,siruta,23,3 459,7,1
3 486,BISERICANI,siruta,23,3 459,7,1
3 495,BUCIUM-SAT,siruta,23,3 459,7,1
3 501,CERBU,siruta,23,3 459,7,1
3 510,CIUCULEŞTI,siruta,23,3 459,7,1
3 529,COLEŞENI,siruta,23,3 459,7,1
3 538,DOGÃREŞTI,siruta,23,3 459,7,1
3 547,FEREŞTI,siruta,23,3 459,7,1
3 556,FLOREŞTI,siruta,23,3 459,7,1
3 565,GURA IZBITEI,siruta,23,3 459,7,1
3 574,HELEŞTI,siruta,23,3 459,7,1
3 583,IZBICIOARA,siruta,23,3 459,7,1
3 592,IZBITA,siruta,23,3 459,7,1
3 609,JURCUIEŞTI,siruta,23,3 459,7,1
3 618,LUPULEŞTI,siruta,23,3 459,7,1
3 627,MÃGURA,siruta,23,3 459,7,1
3 636,MUNTARI,siruta,23,3 459,7,1
3 645,PETRENI,siruta,23,3 459,7,1
3 654,POIANA,siruta,23,3 459,7,1
3 663,POIENI,siruta,23,3 459,7,1
3 672,STÂLNIŞOARA,siruta,23,3 459,7,1
3 681,VALEA ABRUZEL,siruta,23,3 459,7,1
3 690,VALEA ALBÃ,siruta,23,3 459,7,1
3 707,VALEA CERBULUI,siruta,23,3 459,7,1
3 716,VALEA NEGRILESII,siruta,23,3 459,7,1
3 725,VALEA POIENII,siruta,23,3 459,7,1
3 734,VALEA ŞESII,siruta,23,3 459,7,1
3 743,VÃLENI,siruta,23,3 459,7,1
3 752,VÂLCEA,siruta,23,3 459,7,1
4 106,CÂLNIC,siruta,3,10,7,1
4 115,CÂLNIC,siruta,22,4 106,7,1
4 133,DEAL,siruta,23,4 106,7,1
3 761,CENADE,siruta,3,10,7,1
3 770,CENADE,siruta,22,3 761,7,1
3 789,CAPU DEALULUI,siruta,23,3 761,7,1
3 798,GORGAN,siruta,23,3 761,7,1
3 805,CERGÃU,siruta,3,10,7,1
3 814,CERGÃU MARE,siruta,22,3 805,7,1
3 823,CERGÃU MIC,siruta,23,3 805,7,1
3 832,LUPU,siruta,23,3 805,7,1
3 841,CERU-BÃCÃINŢI,siruta,3,10,7,1
3 850,CERU-BÃCÃINŢI,siruta,22,3 841,7,1
3 869,BOLOVÃNEŞTI,siruta,23,3 841,7,1
3 878,BULBUC,siruta,23,3 841,7,1
3 887,CUCUTA,siruta,23,3 841,7,1
3 896,CURPENI,siruta,23,3 841,7,1
3 903,DUMBRÃVIŢA,siruta,23,3 841,7,1
3 912,FÂNTÂNELE,siruta,23,3 841,7,1
3 921,GROŞI,siruta,23,3 841,7,1
3 930,VALEA MARE,siruta,23,3 841,7,1
3 949,VIEZURI,siruta,23,3 841,7,1
3 958,CETATEA DE BALTÃ,siruta,3,10,7,1
3 967,CETATEA DE BALTÃ,siruta,22,3 958,7,1
3 976,CRACIUNELU DE SUS,siruta,23,3 958,7,1
3 985,SÂNTÃMÃRIE,siruta,23,3 958,7,1
3 994,TÃTÂRLAUA,siruta,23,3 958,7,1
1 071,CIUGUD,siruta,3,10,7,1
1 080,CIUGUD,siruta,22,1 071,7,1
1 099,DRÂMBAR,siruta,23,1 071,7,1
1 115,HÃPRIA,siruta,23,1 071,7,1
1 106,LIMBA,siruta,23,1 071,7,1
1 124,ŞEUŞA,siruta,23,1 071,7,1
1 133,TELEAC,siruta,23,1 071,7,1
4 008,CIURULEASA,siruta,3,10,7,1
4 017,CIURULEASA,siruta,22,4 008,7,1
4 026,BIDIGEŞTI,siruta,23,4 008,7,1
4 035,BODREŞTI,siruta,23,4 008,7,1
4 044,BOGLEŞTI,siruta,23,4 008,7,1
4 053,BUNINGINEA,siruta,23,4 008,7,1
4 062,GHEDULEŞTI,siruta,23,4 008,7,1
4 071,MÃTIŞEŞTI,siruta,23,4 008,7,1
4 080,MORÃREŞTI,siruta,23,4 008,7,1
4 099,VULCAN,siruta,23,4 008,7,1
4 188,CRÃCIUNELU DE JOS,siruta,3,10,7,1
4 197,CRÃCIUNELU DE JOS,siruta,22,4 188,7,1
4 142,CRICÃU,siruta,3,10,7,1
4 151,CRICÃU,siruta,22,4 142,7,1
4 160,CRAIVA,siruta,23,4 142,7,1
4 179,TIBRU,siruta,23,4 142,7,1
9 019,CUT,siruta,3,10,7,1
4 124,CUT,siruta,22,9 019,7,1
4 240,DAIA ROMÂNÃ,siruta,3,10,7,1
4 259,DAIA ROMÂNÃ,siruta,22,4 240,7,1
4 268,DOŞTAT,siruta,3,10,7,1
4 277,DOŞTAT,siruta,22,4 268,7,1
4 286,BOZ,siruta,23,4 268,7,1
4 295,DEALU DOŞTATULUI,siruta,23,4 268,7,1
4 302,FÃRÃU,siruta,3,10,7,1
4 311,FÃRÃU,siruta,22,4 302,7,1
4 320,HERIA,siruta,23,4 302,7,1
4 339,MEDVEŞ,siruta,23,4 302,7,1
4 348,SÂNBENEDIC,siruta,23,4 302,7,1
4 357,ŞILEA,siruta,23,4 302,7,1
4 366,GALDA DE JOS,siruta,3,10,7,1
4 375,GALDA DE JOS,siruta,22,4 366,7,1
4 384,BENIC,siruta,23,4 366,7,1
4 393,CETEA,siruta,23,4 366,7,1
4 400,GALDA DE SUS,siruta,23,4 366,7,1
4 419,LUPŞENI,siruta,23,4 366,7,1
4 428,MÃGURA,siruta,23,4 366,7,1
4 437,MESENTEA,siruta,23,4 366,7,1
4 446,OIEJDEA,siruta,23,4 366,7,1
4 455,POIANA GALDEI,siruta,23,4 366,7,1
4 464,RÃICANI,siruta,23,4 366,7,1
4 473,ZÃGRIŞ,siruta,23,4 366,7,1
4 482,GÂRBOVA,siruta,3,10,7,1
4 491,GÂRBOVA,siruta,22,4 482,7,1
4 507,CÃRPINIŞ,siruta,23,4 482,7,1
4 516,RECIU,siruta,23,4 482,7,1
4 525,GÂRDA DE SUS,siruta,3,10,7,1
4 534,GÂRDA DE SUS,siruta,22,4 525,7,1
4 543,BIHARIA,siruta,23,4 525,7,1
4 552,DEALU FRUMOS,siruta,23,4 525,7,1
4 561,DEALU ORDÂNCUŞII,siruta,23,4 525,7,1
4 570,DOBREŞTI,siruta,23,4 525,7,1
4 598,GÂRDA SEACÃ,siruta,23,4 525,7,1
4 589,GHEŢARI,siruta,23,4 525,7,1
4 605,HANÃŞEŞTI,siruta,23,4 525,7,1
4 614,HUZÃREŞTI,siruta,23,4 525,7,1
4 623,IZVOARELE,siruta,23,4 525,7,1
4 632,MUNUNÃ,siruta,23,4 525,7,1
4 641,OCOALE,siruta,23,4 525,7,1
4 650,PLAI,siruta,23,4 525,7,1
4 669,PLIŞTI,siruta,23,4 525,7,1
4 678,SCOARŢA,siruta,23,4 525,7,1
4 696,SNIDE,siruta,23,4 525,7,1
4 687,SUCEŞTI,siruta,23,4 525,7,1
4 703,HOPÂRTA,siruta,3,10,7,1
4 712,HOPÂRTA,siruta,22,4 703,7,1
4 721,SILIVAŞ,siruta,23,4 703,7,1
4 730,ŞPÃLNACA,siruta,23,4 703,7,1
4 749,TURDAŞ,siruta,23,4 703,7,1
4 758,VAMA SEACÃ,siruta,23,4 703,7,1
4 767,HOREA,siruta,3,10,7,1
4 776,HOREA,siruta,22,4 767,7,1
4 785,BABA,siruta,23,4 767,7,1
4 794,BUTEŞTI,siruta,23,4 767,7,1
4 801,DÂRLEŞTI,siruta,23,4 767,7,1
4 810,FERICET,siruta,23,4 767,7,1
4 829,GIURGIUŢ,siruta,23,4 767,7,1
4 838,MÃNCEŞTI,siruta,23,4 767,7,1
4 847,MÃTIŞEŞTI,siruta,23,4 767,7,1
4 856,NICULEŞTI,siruta,23,4 767,7,1
4 865,PÃTRUŞEŞTI,siruta,23,4 767,7,1
4 874,PETREASA,siruta,23,4 767,7,1
4 883,PRELUCA,siruta,23,4 767,7,1
4 892,TEIU,siruta,23,4 767,7,1
4 909,TRIFEŞTI,siruta,23,4 767,7,1
4 918,ZÂNZEŞTI,siruta,23,4 767,7,1
4 927,IGHIU,siruta,3,10,7,1
4 936,IGHIU,siruta,22,4 927,7,1
4 945,BUCERDEA VÂNOASÃ,siruta,23,4 927,7,1
4 954,IGHIEL,siruta,23,4 927,7,1
4 963,ŞARD,siruta,23,4 927,7,1
4 972,ŢELNA,siruta,23,4 927,7,1
4 981,ÎNTREGALDE,siruta,3,10,7,1
4 990,ÎNTREGALDE,siruta,22,4 981,7,1
5 005,DEALU GEOAGIULUI,siruta,23,4 981,7,1
5 014,GHIONCANI,siruta,23,4 981,7,1
5 023,ILIEŞTI,siruta,23,4 981,7,1
5 032,IVÃNIŞ,siruta,23,4 981,7,1
5 041,MÃRINEŞTI,siruta,23,4 981,7,1
5 050,MODOLEŞTI,siruta,23,4 981,7,1
5 069,NECRILEŞTI,siruta,23,4 981,7,1
5 078,POPEŞTI,siruta,23,4 981,7,1
5 087,SFÂRCEA,siruta,23,4 981,7,1
5 096,TECŞEŞTI,siruta,23,4 981,7,1
5 103,JIDVEI,siruta,3,10,7,1
5 112,JIDVEI,siruta,22,5 103,7,1
5 121,BÃLCACIU,siruta,23,5 103,7,1
5 130,CÃPÂLNA DE JOS,siruta,23,5 103,7,1
5 149,FEISA,siruta,23,5 103,7,1
5 158,VESEUŞ,siruta,23,5 103,7,1
5 167,LIVEZILE,siruta,3,10,7,1
5 176,LIVEZILE,siruta,22,5 167,7,1
5 185,IZVOARELE,siruta,23,5 167,7,1
5 194,POIANA AIUDULUI,siruta,23,5 167,7,1
5 201,VÃLIŞOARA,siruta,23,5 167,7,1
5 210,LOPADEA NOUÃ,siruta,3,10,7,1
5 229,LOPADEA NOUÃ,siruta,22,5 210,7,1
5 238,ASINIP,siruta,23,5 210,7,1
5 256,BÃGÃU,siruta,23,5 210,7,1
5 247,BEŢA,siruta,23,5 210,7,1
5 265,CICÂRD,siruta,23,5 210,7,1
5 274,CIUGUZEL,siruta,23,5 210,7,1
5 283,OCNIŞOARA,siruta,23,5 210,7,1
5 292,ODVEREM,siruta,23,5 210,7,1
5 309,LUNCA MUREŞULUI,siruta,3,10,7,1
5 318,LUNCA MUREŞULUI,siruta,22,5 309,7,1
5 327,GURA ARIEŞULUI,siruta,23,5 309,7,1
5 336,LUPŞA,siruta,3,10,7,1
5 345,LUPŞA,siruta,22,5 336,7,1
5 354,BÂRDEŞTI,siruta,23,5 336,7,1
5 363,BÂRZAN,siruta,23,5 336,7,1
5 372,CURMÃTURÃ,siruta,23,5 336,7,1
5 381,DUPÃ DEAL,siruta,23,5 336,7,1
5 390,GEAMÃNA,siruta,23,5 336,7,1
5 407,HÃDÃRÃU,siruta,23,5 336,7,1
5 416,HOLOBANI,siruta,23,5 336,7,1
5 425,LAZURI,siruta,23,5 336,7,1
5 434,LUNCA,siruta,23,5 336,7,1
5 443,MÃNÃSTIRE,siruta,23,5 336,7,1
5 452,MÃRGAIA,siruta,23,5 336,7,1
5 461,MUŞCA,siruta,23,5 336,7,1
5 489,PÂRÂU-CÃRBUNÃRI,siruta,23,5 336,7,1
5 470,PIŢIGA,siruta,23,5 336,7,1
5 498,POŞOGANI,siruta,23,5 336,7,1
5 504,ŞASA,siruta,23,5 336,7,1
5 513,TRIFEŞTI,siruta,23,5 336,7,1
5 522,VALEA HOLHORII,siruta,23,5 336,7,1
5 531,VALEA LUPŞII,siruta,23,5 336,7,1
5 540,VALEA ŞESII,siruta,23,5 336,7,1
5 559,VÃI,siruta,23,5 336,7,1
5 568,VINŢA,siruta,23,5 336,7,1
5 577,METEŞ,siruta,3,10,7,1
5 586,METEŞ,siruta,22,5 577,7,1
5 595,AMPOIŢA,siruta,23,5 577,7,1
5 602,ISCA,siruta,23,5 577,7,1
5 611,LUNCA AMPOIŢEI,siruta,23,5 577,7,1
5 620,LUNCA METEŞULUI,siruta,23,5 577,7,1
5 639,PÃDUREA,siruta,23,5 577,7,1
5 648,POIANA AMPOIULUI,siruta,23,5 577,7,1
5 657,POIANA URSULUI,siruta,23,5 577,7,1
5 666,PRESACA AMPOIULUI,siruta,23,5 577,7,1
5 675,REMETEA,siruta,23,5 577,7,1
5 684,TÃUŢI,siruta,23,5 577,7,1
5 693,VÃLENI,siruta,23,5 577,7,1
5 700,MIHALŢ,siruta,3,10,7,1
5 719,MIHALŢ,siruta,22,5 700,7,1
5 728,CISTEI,siruta,23,5 700,7,1
5 737,OBREJA,siruta,23,5 700,7,1
5 746,ZÃRIEŞ,siruta,23,5 700,7,1
5 755,MIRÃSLÃU,siruta,3,10,7,1
5 764,MIRÃSLÃU,siruta,22,5 755,7,1
5 773,CICÃU,siruta,23,5 755,7,1
5 782,DECEA,siruta,23,5 755,7,1
5 791,LOPADEA VECHE,siruta,23,5 755,7,1
5 808,ORMENIŞ,siruta,23,5 755,7,1
5 817,RACHIŞ,siruta,23,5 755,7,1
5 826,MOGOŞ,siruta,3,10,7,1
5 835,MOGOŞ,siruta,22,5 826,7,1
5 844,BÃRBEŞTI,siruta,23,5 826,7,1
5 853,BÂRLEŞTI,siruta,23,5 826,7,1
5 862,BÂRLEŞTI-CÃTUN,siruta,23,5 826,7,1
5 871,BÂRZOGANI,siruta,23,5 826,7,1
5 880,BOCEŞTI,siruta,23,5 826,7,1
5 899,BOGDÃNEŞTI,siruta,23,5 826,7,1
5 906,BUTEŞTI,siruta,23,5 826,7,1
5 915,COJOCANI,siruta,23,5 826,7,1
5 924,CRISTEŞTI,siruta,23,5 826,7,1
5 933,MÃMÃLIGANI,siruta,23,5 826,7,1
5 942,NEGREŞTI,siruta,23,5 826,7,1
5 951,ONCEŞTI,siruta,23,5 826,7,1
5 960,POIENILE-MOGOŞ,siruta,23,5 826,7,1
5 979,TOMEŞTI,siruta,23,5 826,7,1
5 997,VALEA BARNII,siruta,23,5 826,7,1
5 988,VALEA BÂRLUŢEŞTI,siruta,23,5 826,7,1
6 002,VALEA COCEŞTI,siruta,23,5 826,7,1
6 011,VALEA GIOGEŞTI,siruta,23,5 826,7,1
6 020,VALEA MLACII,siruta,23,5 826,7,1
6 039,VALEA ŢUPILOR,siruta,23,5 826,7,1
6 048,NOŞLAC,siruta,3,10,7,1
6 057,NOŞLAC,siruta,22,6 048,7,1
6 066,CÃPTÃLAN,siruta,23,6 048,7,1
6 075,COPAND,siruta,23,6 048,7,1
6 084,GÃBUD,siruta,23,6 048,7,1
6 093,STÂNA DE MUREŞ,siruta,23,6 048,7,1
6 100,VALEA CIUCIULUI,siruta,23,6 048,7,1
6 119,OCOLIŞ,siruta,3,10,7,1
6 128,OCOLIŞ,siruta,22,6 119,7,1
