cod,nume,cod_name,tip,sirsup,regiune,judet
135 191,BORDENII MICI,siruta,23,135 164,3,29
135 208,MISLEA,siruta,23,135 164,3,29
135 217,SÂRCA,siruta,23,135 164,3,29
135 226,SECÃRIA,siruta,3,298,3,29
135 235,SECÃRIA,siruta,22,135 226,3,29
135 315,STARCHIOJD,siruta,3,298,3,29
135 324,STARCHIOJD,siruta,22,135 315,3,29
135 342,BRÃDET,siruta,23,135 315,3,29
135 351,GRESIA,siruta,23,135 315,3,29
135 360,POIANA MARE,siruta,23,135 315,3,29
135 379,ROTAREA,siruta,23,135 315,3,29
135 388,VALEA ANEI,siruta,23,135 315,3,29
135 397,ZMEURET,siruta,23,135 315,3,29
135 404,SURANI,siruta,3,298,3,29
135 413,SURANI,siruta,22,135 404,3,29
135 422,PÃCURI,siruta,23,135 404,3,29
135 431,ŞIRNA,siruta,3,298,3,29
135 440,ŞIRNA,siruta,22,135 431,3,29
135 459,BRÃTEŞTI,siruta,23,135 431,3,29
135 468,COCEANA,siruta,23,135 431,3,29
135 477,HÃBUD,siruta,23,135 431,3,29
135 486,TÃRICENI,siruta,23,135 431,3,29
135 495,VARNIŢA,siruta,23,135 431,3,29
135 501,ŞOIMARI,siruta,3,298,3,29
135 510,ŞOIMARI,siruta,22,135 501,3,29
135 529,LOPATNIŢA,siruta,23,135 501,3,29
135 538,MÃGURA,siruta,23,135 501,3,29
135 547,ŞOTRILE,siruta,3,298,3,29
135 556,ŞOTRILE,siruta,22,135 547,3,29
135 565,LUNCA MARE,siruta,23,135 547,3,29
135 574,PLAIU CÂMPINEI,siruta,23,135 547,3,29
135 583,PLAIU CORNULUI,siruta,23,135 547,3,29
135 592,SECIURI,siruta,23,135 547,3,29
135 609,VISTIERU,siruta,23,135 547,3,29
135 618,ŞTEFEŞTI,siruta,3,298,3,29
135 627,ŞTEFEŞTI,siruta,22,135 618,3,29
135 636,SCURTEŞTI,siruta,23,135 618,3,29
135 645,TÂRŞORENI,siruta,23,135 618,3,29
135 654,TALEA,siruta,3,298,3,29
135 663,TALEA,siruta,22,135 654,3,29
135 672,PLAIU,siruta,23,135 654,3,29
135 681,TÃTARU,siruta,3,298,3,29
135 690,TÃTARU,siruta,22,135 681,3,29
135 707,PODGORIA,siruta,23,135 681,3,29
135 716,SILIŞTEA,siruta,23,135 681,3,29
130 892,TÂRGŞORU VECHI,siruta,3,298,3,29
130 909,STREJNICU,siruta,22,130 892,3,29
130 918,STÃNCEŞTI,siruta,23,130 892,3,29
130 927,TÂRGŞORU VECHI,siruta,23,130 892,3,29
130 936,ZAHANAUA,siruta,23,130 892,3,29
135 725,TEIŞANI,siruta,3,298,3,29
135 734,TEIŞANI,siruta,22,135 725,3,29
135 743,BUGNEA DE SUS,siruta,23,135 725,3,29
135 752,OLTENI,siruta,23,135 725,3,29
135 761,ŞTUBEIU,siruta,23,135 725,3,29
135 770,VALEA STÂLPULUI,siruta,23,135 725,3,29
135 789,TELEGA,siruta,3,298,3,29
135 798,TELEGA,siruta,22,135 789,3,29
135 805,BOŞILCEŞTI,siruta,23,135 789,3,29
135 814,BUŞTENARI,siruta,23,135 789,3,29
135 823,DOFTANA,siruta,23,135 789,3,29
135 832,MELICEŞTI,siruta,23,135 789,3,29
135 841,ŢONŢEŞTI,siruta,23,135 789,3,29
135 850,TINOSU,siruta,3,298,3,29
135 869,TINOSU,siruta,22,135 850,3,29
135 887,PISCULEŞTI,siruta,23,135 850,3,29
135 878,PREDEŞTI,siruta,23,135 850,3,29
135 896,TOMŞANI,siruta,3,298,3,29
135 903,TOMŞANI,siruta,22,135 896,3,29
135 912,LOLOIASCA,siruta,23,135 896,3,29
135 921,MAGULA,siruta,23,135 896,3,29
135 930,SÃTUCU,siruta,23,135 896,3,29
136 269,VADU SÃPAT,siruta,3,298,3,29
133 321,VADU SÃPAT,siruta,22,136 269,3,29
133 303,GHINOAICA,siruta,23,136 269,3,29
133 312,UNGURENI,siruta,23,136 269,3,29
135 949,VALEA CÃLUGÃREASCÃ,siruta,3,298,3,29
135 958,VALEA CÃLUGÃREASCÃ,siruta,22,135 949,3,29
135 967,ARVA,siruta,23,135 949,3,29
135 976,COSLEGI,siruta,23,135 949,3,29
135 985,DÂRVARI,siruta,23,135 949,3,29
135 994,PANTAZI,siruta,23,135 949,3,29
136 009,RACHIERI,siruta,23,135 949,3,29
136 018,RADILA,siruta,23,135 949,3,29
136 027,SCHIAU,siruta,23,135 949,3,29
136 036,VALEA LARGÃ,siruta,23,135 949,3,29
136 045,VALEA MANTEI,siruta,23,135 949,3,29
136 054,VALEA NICOVANI,siruta,23,135 949,3,29
136 063,VALEA POIENII,siruta,23,135 949,3,29
136 072,VALEA POPII,siruta,23,135 949,3,29
136 081,VALEA URSOII,siruta,23,135 949,3,29
136 090,VÂRFURILE,siruta,23,135 949,3,29
136 107,VALEA DOFTANEI,siruta,3,298,3,29
136 116,TEŞILA,siruta,22,136 107,3,29
136 125,TRÃISTENI,siruta,23,136 107,3,29
136 134,VÃRBILÃU,siruta,3,298,3,29
136 143,VÃRBILÃU,siruta,22,136 134,3,29
136 152,COŢOFENEŞTI,siruta,23,136 134,3,29
136 161,LIVADEA,siruta,23,136 134,3,29
136 170,PODU URSULUI,siruta,23,136 134,3,29
136 189,POIANA VÃRBILÃU,siruta,23,136 134,3,29
136 198,VÂLCÃNEŞTI,siruta,3,298,3,29
136 205,VÂLCÃNEŞTI,siruta,22,136 198,3,29
136 214,CÂRJARI,siruta,23,136 198,3,29
136 223,TRESTIOARA,siruta,23,136 198,3,29
136 483,MUNICIPIUL SATU MARE,siruta,1,305,6,30
136 492,SATU MARE,siruta,9,136 483,6,30
136 508,SÃTMÃREL,siruta,10,136 483,6,30
136 526,MUNICIPIUL CAREI,siruta,4,305,6,30
136 535,CAREI,siruta,9,136 526,6,30
136 544,IANCULEŞTI,siruta,10,136 526,6,30
138 039,ORAŞ LIVADA,siruta,2,305,6,30
138 048,LIVADA,siruta,17,138 039,6,30
138 057,ADRIAN,siruta,18,138 039,6,30
138 066,DUMBRAVA,siruta,18,138 039,6,30
138 075,LIVADA MICÃ,siruta,18,138 039,6,30
136 848,ORAŞ ARDUD,siruta,2,305,6,30
136 857,ARDUD,siruta,17,136 848,6,30
136 866,ARDUD-VII,siruta,19,136 848,6,30
136 875,BABA NOVAC,siruta,19,136 848,6,30
136 884,GERÃUŞA,siruta,19,136 848,6,30
136 893,MÃDÃRAS,siruta,18,136 848,6,30
136 900,SÃRÃTURA,siruta,19,136 848,6,30
136 599,ORAŞ NEGREŞTI-OAŞ,siruta,2,305,6,30
136 606,NEGREŞTI-OAŞ,siruta,17,136 599,6,30
136 615,LUNA,siruta,18,136 599,6,30
136 624,TUR,siruta,18,136 599,6,30
136 642,ORAŞ TÃŞNAD,siruta,2,305,6,30
136 651,TÃŞNAD,siruta,17,136 642,6,30
136 660,BLAJA,siruta,19,136 642,6,30
136 679,CIG,siruta,19,136 642,6,30
136 688,RAŢIU,siruta,19,136 642,6,30
136 697,SÃRÃUAD,siruta,19,136 642,6,30
136 704,VALEA MORII,siruta,19,136 642,6,30
136 713,ACÂŞ,siruta,3,305,6,30
136 722,ACÂŞ,siruta,22,136 713,6,30
136 731,GANAŞ,siruta,23,136 713,6,30
136 740,MIHÃIENI,siruta,23,136 713,6,30
136 759,UNIMÃT,siruta,23,136 713,6,30
179 873,AGRIŞ,siruta,3,305,6,30
137 201,AGRIŞ,siruta,22,179 873,6,30
137 210,CIUPERCENI,siruta,23,179 873,6,30
136 768,ANDRID,siruta,3,305,6,30
136 777,ANDRID,siruta,22,136 768,6,30
136 786,DINDEŞTI,siruta,23,136 768,6,30
136 795,IRINA,siruta,23,136 768,6,30
136 802,APA,siruta,3,305,6,30
136 811,APA,siruta,22,136 802,6,30
136 820,LUNCA APEI,siruta,23,136 802,6,30
136 839,SOMEŞENI,siruta,23,136 802,6,30
136 919,BÃTARCI,siruta,3,305,6,30
136 928,BÃTARCI,siruta,22,136 919,6,30
136 937,COMLÃUŞA,siruta,23,136 919,6,30
136 946,ŞIRLÃU,siruta,23,136 919,6,30
136 955,TÃMÃŞENI,siruta,23,136 919,6,30
137 103,BÂRSÃU,siruta,3,305,6,30
137 112,BÂRSÃU DE SUS,siruta,22,137 103,6,30
137 121,BÂRSÃU DE JOS,siruta,23,137 103,6,30
136 964,BELTIUG,siruta,3,305,6,30
136 973,BELTIUG,siruta,22,136 964,6,30
136 982,BOLDA,siruta,23,136 964,6,30
136 991,GHIRIŞA,siruta,23,136 964,6,30
137 005,GIUNGI,siruta,23,136 964,6,30
137 014,RÃTEŞTI,siruta,23,136 964,6,30
137 023,ŞANDRA,siruta,23,136 964,6,30
137 032,BERVENI,siruta,3,305,6,30
137 041,BERVENI,siruta,22,137 032,6,30
137 050,LUCÃCENI,siruta,23,137 032,6,30
137 069,BIXAD,siruta,3,305,6,30
137 078,BIXAD,siruta,22,137 069,6,30
137 087,BOINEŞTI,siruta,23,137 069,6,30
137 096,TRIP,siruta,23,137 069,6,30
137 130,BOGDAND,siruta,3,305,6,30
137 149,BOGDAND,siruta,22,137 130,6,30
137 158,BABŢA,siruta,23,137 130,6,30
137 167,CORUND,siruta,23,137 130,6,30
137 176,SER,siruta,23,137 130,6,30
137 185,BOTIZ,siruta,3,305,6,30
137 194,BOTIZ,siruta,22,137 185,6,30
137 229,CÃLINEŞTI-OAŞ,siruta,3,305,6,30
137 238,CÃLINEŞTI-OAŞ,siruta,22,137 229,6,30
137 247,COCA,siruta,23,137 229,6,30
137 256,LECHINŢA,siruta,23,137 229,6,30
137 265,PÃŞUNEA MARE,siruta,23,137 229,6,30
137 274,CÃMÃRZANA,siruta,3,305,6,30
137 283,CÃMÃRZANA,siruta,22,137 274,6,30
179 677,CÃMIN,siruta,3,305,6,30
136 571,CÃMIN,siruta,22,179 677,6,30
136 553,CÃPLENI,siruta,3,305,6,30
136 562,CÃPLENI,siruta,22,136 553,6,30
137 292,CÃUAŞ,siruta,3,305,6,30
137 309,CÃUAŞ,siruta,22,137 292,6,30
137 318,ADY ENDRE,siruta,23,137 292,6,30
137 327,GHENCI,siruta,23,137 292,6,30
137 336,GHILEŞTI,siruta,23,137 292,6,30
137 345,HOTOAN,siruta,23,137 292,6,30
137 354,RÃDULEŞTI,siruta,23,137 292,6,30
137 363,CEHAL,siruta,3,305,6,30
137 372,CEHÃLUŢ,siruta,22,137 363,6,30
137 381,CEHAL,siruta,23,137 363,6,30
137 390,ORBÃU,siruta,23,137 363,6,30
137 407,CERTEZE,siruta,3,305,6,30
137 416,CERTEZE,siruta,22,137 407,6,30
137 425,HUTA CERTEZE,siruta,23,137 407,6,30
137 434,MOIŞENI,siruta,23,137 407,6,30
179 882,CIUMEŞTI,siruta,3,305,6,30
138 690,CIUMEŞTI,siruta,22,179 882,6,30
138 681,BEREA,siruta,23,179 882,6,30
138 725,VIIŞOARA,siruta,23,179 882,6,30
137 443,CRAIDOROLŢ,siruta,3,305,6,30
137 452,CRAIDOROLŢ,siruta,22,137 443,6,30
137 461,CRIŞENI,siruta,23,137 443,6,30
137 470,ERIU SÂNCRAI,siruta,23,137 443,6,30
137 489,SATU MIC,siruta,23,137 443,6,30
137 498,ŢEGHEA,siruta,23,137 443,6,30
137 504,CRUCIŞOR,siruta,3,305,6,30
137 513,CRUCIŞOR,siruta,22,137 504,6,30
137 522,IEGHERIŞTE,siruta,23,137 504,6,30
137 531,POIANA CODRULUI,siruta,23,137 504,6,30
137 540,CULCIU,siruta,3,305,6,30
137 559,CULCIU MARE,siruta,22,137 540,6,30
137 568,APATEU,siruta,23,137 540,6,30
137 577,CÃRÃŞEU,siruta,23,137 540,6,30
137 586,COROD,siruta,23,137 540,6,30
137 595,CULCIU MIC,siruta,23,137 540,6,30
137 602,LIPÃU,siruta,23,137 540,6,30
137 611,DOBA,siruta,3,305,6,30
137 620,DOBA,siruta,22,137 611,6,30
137 639,BOGHIŞ,siruta,23,137 611,6,30
137 648,DACIA,siruta,23,137 611,6,30
137 657,PAULIAN,siruta,23,137 611,6,30
137 666,TRAIAN,siruta,23,137 611,6,30
137 675,DOROLŢ,siruta,3,305,6,30
137 684,DOROLŢ,siruta,22,137 675,6,30
137 693,ATEA,siruta,23,137 675,6,30
137 700,DARA,siruta,23,137 675,6,30
137 719,PETEA,siruta,23,137 675,6,30
137 728,FOIENI,siruta,3,305,6,30
137 737,FOIENI,siruta,22,137 728,6,30
137 746,GHERŢA MICÃ,siruta,3,305,6,30
137 755,GHERŢA MICÃ,siruta,22,137 746,6,30
137 764,HALMEU,siruta,3,305,6,30
137 773,HALMEU,siruta,22,137 764,6,30
137 782,BÃBEŞTI,siruta,23,137 764,6,30
137 808,DOBOLŢ,siruta,23,137 764,6,30
137 817,HALMEU VII,siruta,23,137 764,6,30
137 826,MESTEACÃN,siruta,23,137 764,6,30
137 844,HODOD,siruta,3,305,6,30
137 853,HODOD,siruta,22,137 844,6,30
137 862,GIURTELECU HODODULUI,siruta,23,137 844,6,30
137 871,LELEI,siruta,23,137 844,6,30
137 880,NADIŞU HODODULUI,siruta,23,137 844,6,30
137 899,HOMOROADE,siruta,3,305,6,30
137 906,HOMORODU DE MIJLOC,siruta,22,137 899,6,30
137 915,CHILIA,siruta,23,137 899,6,30
137 924,HOMORODU DE JOS,siruta,23,137 899,6,30
137 933,HOMORODU DE SUS,siruta,23,137 899,6,30
137 942,NECOPOI,siruta,23,137 899,6,30
137 951,SOLDUBA,siruta,23,137 899,6,30
137 960,LAZURI,siruta,3,305,6,30
137 979,LAZURI,siruta,22,137 960,6,30
137 988,BERCU,siruta,23,137 960,6,30
137 997,NISIPENI,siruta,23,137 960,6,30
138 002,NOROIENI,siruta,23,137 960,6,30
138 011,PELEŞ,siruta,23,137 960,6,30
138 020,PELIŞOR,siruta,23,137 960,6,30
138 084,MEDIEŞU AURIT,siruta,3,305,6,30
138 093,MEDIEŞU AURIT,siruta,22,138 084,6,30
138 100,BÃBÃŞEŞTI,siruta,23,138 084,6,30
138 119,IOJIB,siruta,23,138 084,6,30
138 128,MEDIEŞ RÂTURI,siruta,23,138 084,6,30
138 137,MEDIEŞ VII,siruta,23,138 084,6,30
138 146,POTÃU,siruta,23,138 084,6,30
138 155,ROMÂNEŞTI,siruta,23,138 084,6,30
138 164,MICULA,siruta,3,305,6,30
138 173,MICULA,siruta,22,138 164,6,30
138 182,BERCU NOU,siruta,23,138 164,6,30
138 191,MICULA NOUÃ,siruta,23,138 164,6,30
138 208,MOFTIN,siruta,3,305,6,30
138 217,MOFTINU MIC,siruta,22,138 208,6,30
138 226,DOMÃNEŞTI,siruta,23,138 208,6,30
138 235,GHILVACI,siruta,23,138 208,6,30
138 244,GHIROLT,siruta,23,138 208,6,30
138 253,ISTRÃU,siruta,23,138 208,6,30
138 262,MOFTINU MARE,siruta,23,138 208,6,30
138 271,SÂNMICLÃUŞ,siruta,23,138 208,6,30
138 280,ODOREU,siruta,3,305,6,30
138 299,ODOREU,siruta,22,138 280,6,30
138 306,BERINDAN,siruta,23,138 280,6,30
138 315,CUCU,siruta,23,138 280,6,30
138 324,ETENI,siruta,23,138 280,6,30
138 333,MÃRTINEŞTI,siruta,23,138 280,6,30
138 342,VÂNÃTOREŞTI,siruta,23,138 280,6,30
138 351,ORAŞU NOU,siruta,3,305,6,30
138 360,ORAŞU NOU,siruta,22,138 351,6,30
138 379,ORAŞU NOU-VII,siruta,23,138 351,6,30
138 388,PRILOG,siruta,23,138 351,6,30
138 397,PRILOG VII,siruta,23,138 351,6,30
138 404,RACŞA,siruta,23,138 351,6,30
138 413,RACŞA VII,siruta,23,138 351,6,30
138 422,REMETEA OAŞULUI,siruta,23,138 351,6,30
138 431,PÃULEŞTI,siruta,3,305,6,30
138 440,PÃULEŞTI,siruta,22,138 431,6,30
138 459,AMAŢI,siruta,23,138 431,6,30
138 468,AMBUD,siruta,23,138 431,6,30
138 477,HRIP,siruta,23,138 431,6,30
138 486,PETIN,siruta,23,138 431,6,30
138 495,RUŞENI,siruta,23,138 431,6,30
138 501,PETREŞTI,siruta,3,305,6,30
138 510,PETREŞTI,siruta,22,138 501,6,30
138 529,DINDEŞTIU MIC,siruta,23,138 501,6,30
138 538,PIR,siruta,3,305,6,30
138 547,PIR,siruta,22,138 538,6,30
138 556,PIRU NOU,siruta,23,138 538,6,30
138 565,SÃRVÃZEL,siruta,23,138 538,6,30
138 574,PIŞCOLT,siruta,3,305,6,30
138 583,PIŞCOLT,siruta,22,138 574,6,30
138 592,RESIGHEA,siruta,23,138 574,6,30
138 609,SCÃRIŞOARA NOUÃ,siruta,23,138 574,6,30
138 618,POMI,siruta,3,305,6,30
138 627,POMI,siruta,22,138 618,6,30
138 636,ACIUA,siruta,23,138 618,6,30
138 645,BICÃU,siruta,23,138 618,6,30
138 654,BORLEŞTI,siruta,23,138 618,6,30
180 028,PORUMBEŞTI,siruta,3,305,6,30
137 835,PORUMBEŞTI,siruta,22,180 028,6,30
137 791,CIDREAG,siruta,23,180 028,6,30
138 663,SANISLÃU,siruta,3,305,6,30
138 672,SANISLÃU,siruta,22,138 663,6,30
138 707,HOREA,siruta,23,138 663,6,30
138 716,MARNA NOUÃ,siruta,23,138 663,6,30
138 734,SANTÃU,siruta,3,305,6,30
138 743,SANTÃU,siruta,22,138 734,6,30
138 752,CHEREUŞA,siruta,23,138 734,6,30
138 761,SUDURÃU,siruta,23,138 734,6,30
138 770,SÃCÃŞENI,siruta,3,305,6,30
138 789,SÃCÃŞENI,siruta,22,138 770,6,30
138 798,CHEGEA,siruta,23,138 770,6,30
138 805,SÃUCA,siruta,3,305,6,30
138 814,SÃUCA,siruta,22,138 805,6,30
138 823,BECHENI,siruta,23,138 805,6,30
138 832,CEAN,siruta,23,138 805,6,30
138 841,CHISÃU,siruta,23,138 805,6,30
138 850,SILVAŞ,siruta,23,138 805,6,30
138 869,SOCOND,siruta,3,305,6,30
138 878,SOCOND,siruta,22,138 869,6,30
138 887,CUŢA,siruta,23,138 869,6,30
138 896,HODIŞA,siruta,23,138 869,6,30
138 903,SOCONZEL,siruta,23,138 869,6,30
138 912,STÂNA,siruta,23,138 869,6,30
138 921,SUPUR,siruta,3,305,6,30
138 930,SUPURU DE JOS,siruta,22,138 921,6,30
138 949,DOBRA,siruta,23,138 921,6,30
138 958,GIOROCUTA,siruta,23,138 921,6,30
138 967,HUREZU MARE,siruta,23,138 921,6,30
138 976,RACOVA,siruta,23,138 921,6,30
138 985,SECHEREŞA,siruta,23,138 921,6,30
138 994,SUPURU DE SUS,siruta,23,138 921,6,30
139 009,TARNA MARE,siruta,3,305,6,30
139 018,TARNA MARE,siruta,22,139 009,6,30
139 027,BOCICÃU,siruta,23,139 009,6,30
139 036,VALEA SEACÃ,siruta,23,139 009,6,30
139 045,VÃGAŞ,siruta,23,139 009,6,30
139 143,TÂRŞOLŢ,siruta,3,305,6,30
139 152,TÂRŞOLŢ,siruta,22,139 143,6,30
139 161,ALICENI,siruta,23,139 143,6,30
139 054,TEREBEŞTI,siruta,3,305,6,30
139 063,TEREBEŞTI,siruta,22,139 054,6,30
139 072,ALIZA,siruta,23,139 054,6,30
139 081,GELU,siruta,23,139 054,6,30
139 090,PIŞCARI,siruta,23,139 054,6,30
139 107,TIREAM,siruta,3,305,6,30
139 116,TIREAM,siruta,22,139 107,6,30
139 125,PORTIŢA,siruta,23,139 107,6,30
139 134,VEZENDIU,siruta,23,139 107,6,30
139 170,TURŢ,siruta,3,305,6,30
139 189,TURŢ,siruta,22,139 170,6,30
139 198,GHERŢA MARE,siruta,23,139 170,6,30
139 205,TURŢ BÃI,siruta,23,139 170,6,30
139 214,TURULUNG,siruta,3,305,6,30
139 223,TURULUNG,siruta,22,139 214,6,30
139 232,DRÃGUŞENI,siruta,23,139 214,6,30
139 241,TURULUNG VII,siruta,23,139 214,6,30
139 250,URZICENI,siruta,3,305,6,30
139 269,URZICENI,siruta,22,139 250,6,30
139 278,URZICENI PÃDURE,siruta,23,139 250,6,30
139 287,VALEA VINULUI,siruta,3,305,6,30
139 296,VALEA VINULUI,siruta,22,139 287,6,30
139 303,MÃRIUŞ,siruta,23,139 287,6,30
139 312,ROŞIORI,siruta,23,139 287,6,30
139 321,SÂI,siruta,23,139 287,6,30
139 330,VAMA,siruta,3,305,6,30
139 349,VAMA,siruta,22,139 330,6,30
139 358,VETIŞ,siruta,3,305,6,30
139 367,VETIŞ,siruta,22,139 358,6,30
139 376,DECEBAL,siruta,23,139 358,6,30
139 385,OAR,siruta,23,139 358,6,30
139 394,VIILE SATU MARE,siruta,3,305,6,30
139 401,VIILE SATU MARE,siruta,22,139 394,6,30
139 410,CIONCHEŞTI,siruta,23,139 394,6,30
139 429,MEDIŞA,siruta,23,139 394,6,30
139 438,TÃTÃREŞTI,siruta,23,139 394,6,30
139 447,TIREAC,siruta,23,139 394,6,30
139 704,MUNICIPIUL ZALÃU,siruta,1,314,6,31
139 713,ZALÃU,siruta,9,139 704,6,31
139 722,STÂNA,siruta,10,139 704,6,31
139 740,ORAŞ CEHU SILVANIEI,siruta,2,314,6,31
139 759,CEHU SILVANIEI,siruta,17,139 740,6,31
139 768,HOROATU CEHULUI,siruta,19,139 740,6,31
139 777,MOTIŞ,siruta,19,139 740,6,31
139 786,NADIŞ,siruta,19,139 740,6,31
139 795,ULCIUG,siruta,19,139 740,6,31
139 811,ORAŞ JIBOU,siruta,2,314,6,31
139 820,JIBOU,siruta,17,139 811,6,31
139 839,CUCEU,siruta,19,139 811,6,31
139 848,HUSIA,siruta,19,139 811,6,31
139 857,RONA,siruta,19,139 811,6,31
139 866,VAR,siruta,19,139 811,6,31
139 884,ORAŞ ŞIMLEU SILVANIEI,siruta,2,314,6,31
139 893,ŞIMLEU SILVANIEI,siruta,17,139 884,6,31
139 900,BIC,siruta,18,139 884,6,31
139 919,CEHEI,siruta,18,139 884,6,31
139 928,PUSTA,siruta,18,139 884,6,31
139 937,AGRIJ,siruta,3,314,6,31
139 946,AGRIJ,siruta,22,139 937,6,31
139 964,RÃSTOLŢU DEŞERT,siruta,23,139 937,6,31
139 982,ALMAŞU,siruta,3,314,6,31
139 991,ALMAŞU,siruta,22,139 982,6,31
140 002,BÃBIU,siruta,23,139 982,6,31
140 011,CUTIŞ,siruta,23,139 982,6,31
140 020,JEBUCU,siruta,23,139 982,6,31
140 039,MESTEACÃNU,siruta,23,139 982,6,31
140 048,PETRINZEL,siruta,23,139 982,6,31
140 057,SFÃRAŞ,siruta,23,139 982,6,31
140 066,STANA,siruta,23,139 982,6,31
140 075,ŢÃUDU,siruta,23,139 982,6,31
140 084,BÃBENI,siruta,3,314,6,31
140 093,BÃBENI,siruta,22,140 084,6,31
140 100,CIOCMANI,siruta,23,140 084,6,31
140 119,CLIŢ,siruta,23,140 084,6,31
140 128,PIROŞA,siruta,23,140 084,6,31
140 137,POIENIŢA,siruta,23,140 084,6,31
140 146,BÃLAN,siruta,3,314,6,31
140 155,BÃLAN,siruta,22,140 146,6,31
140 164,CHECHIŞ,siruta,23,140 146,6,31
140 173,CHENDREA,siruta,23,140 146,6,31
140 182,GÃLPÂIA,siruta,23,140 146,6,31
140 191,GÂLGÃU ALMAŞULUI,siruta,23,140 146,6,31
140 208,BÃNIŞOR,siruta,3,314,6,31
140 217,BÃNIŞOR,siruta,22,140 208,6,31
140 226,BAN,siruta,23,140 208,6,31
140 235,PECEIU,siruta,23,140 208,6,31
140 244,BENESAT,siruta,3,314,6,31
140 253,BENESAT,siruta,22,140 244,6,31
140 262,ALUNIŞ,siruta,23,140 244,6,31
140 271,BIUŞA,siruta,23,140 244,6,31
140 280,BOBOTA,siruta,3,314,6,31
140 299,BOBOTA,siruta,22,140 280,6,31
140 306,DERŞIDA,siruta,23,140 280,6,31
140 315,ZALNOC,siruta,23,140 280,6,31
140 324,BOCŞA,siruta,3,314,6,31
140 333,BOCŞA,siruta,22,140 324,6,31
140 342,BORLA,siruta,23,140 324,6,31
140 351,CÂMPIA,siruta,23,140 324,6,31
140 360,SÃLÃJENI,siruta,23,140 324,6,31
180 037,BOGHIŞ,siruta,3,314,6,31
142 266,BOGHIŞ,siruta,22,180 037,6,31
142 275,BOZIEŞ,siruta,23,180 037,6,31
140 379,BUCIUMI,siruta,3,314,6,31
140 388,BUCIUMI,siruta,22,140 379,6,31
140 397,BODIA,siruta,23,140 379,6,31
140 404,BOGDANA,siruta,23,140 379,6,31
140 413,HUTA,siruta,23,140 379,6,31
140 422,RÃSTOLŢ,siruta,23,140 379,6,31
140 431,SÂNGEORGIU DE MESEŞ,siruta,23,140 379,6,31
140 440,CAMÃR,siruta,3,314,6,31
140 459,CAMÃR,siruta,22,140 440,6,31
140 468,PÃDURENI,siruta,23,140 440,6,31
140 477,CARASTELEC,siruta,3,314,6,31
140 486,CARASTELEC,siruta,22,140 477,6,31
140 495,DUMUSLÃU,siruta,23,140 477,6,31
140 501,CHIEŞD,siruta,3,314,6,31
140 510,CHIEŞD,siruta,22,140 501,6,31
140 529,COLONIA SIGHETU SILVANIEI,siruta,23,140 501,6,31
140 538,SIGHETU SILVANIEI,siruta,23,140 501,6,31
140 547,CIZER,siruta,3,314,6,31
140 556,CIZER,siruta,22,140 547,6,31
140 565,PLESCA,siruta,23,140 547,6,31
140 574,PRIA,siruta,23,140 547,6,31
140 583,COŞEIU,siruta,3,314,6,31
140 592,COŞEIU,siruta,22,140 583,6,31
140 609,ARCHID,siruta,23,140 583,6,31
140 618,CHILIOARA,siruta,23,140 583,6,31
140 627,CRASNA,siruta,3,314,6,31
140 636,CRASNA,siruta,22,140 627,6,31
140 645,HUSENI,siruta,23,140 627,6,31
140 654,MARIN,siruta,23,140 627,6,31
140 663,RATIN,siruta,23,140 627,6,31
140 672,CREACA,siruta,3,314,6,31
140 681,CREACA,siruta,22,140 672,6,31
140 690,BORZA,siruta,23,140 672,6,31
140 707,BREBI,siruta,23,140 672,6,31
140 716,BRUSTURI,siruta,23,140 672,6,31
140 725,CIGLEAN,siruta,23,140 672,6,31
140 734,JAC,siruta,23,140 672,6,31
140 743,LUPOAIA,siruta,23,140 672,6,31
140 752,PRODÃNEŞTI,siruta,23,140 672,6,31
140 761,VIILE JACULUI,siruta,23,140 672,6,31
140 770,CRISTOLŢ,siruta,3,314,6,31
140 789,CRISTOLŢ,siruta,22,140 770,6,31
140 798,MUNCEL,siruta,23,140 770,6,31
140 805,POIANA ONŢII,siruta,23,140 770,6,31
140 814,VÃLENI,siruta,23,140 770,6,31
140 823,CRIŞENI,siruta,3,314,6,31
140 832,CRIŞENI,siruta,22,140 823,6,31
140 841,CRISTUR CRIŞENI,siruta,23,140 823,6,31
140 850,GÂRCEIU,siruta,23,140 823,6,31
140 869,CUZÃPLAC,siruta,3,314,6,31
140 878,CUZÃPLAC,siruta,22,140 869,6,31
140 887,CUBLEŞU,siruta,23,140 869,6,31
140 896,GÃLÃŞENI,siruta,23,140 869,6,31
140 903,MIERŢA,siruta,23,140 869,6,31
140 912,PETRINDU,siruta,23,140 869,6,31
140 921,RUGINOASA,siruta,23,140 869,6,31
140 930,STOBORU,siruta,23,140 869,6,31
140 949,TÃMASA,siruta,23,140 869,6,31
140 958,DOBRIN,siruta,3,314,6,31
140 967,DOBRIN,siruta,22,140 958,6,31
140 976,DELENI,siruta,23,140 958,6,31
140 985,DOBA,siruta,23,140 958,6,31
140 994,NAIMON,siruta,23,140 958,6,31
141 009,SÂNCRAIU SILVANIEI,siruta,23,140 958,6,31
141 018,VERVEGHIU,siruta,23,140 958,6,31
141 027,DRAGU,siruta,3,314,6,31
141 036,DRAGU,siruta,22,141 027,6,31
141 045,ADALIN,siruta,23,141 027,6,31
141 054,FÂNTÂNELE,siruta,23,141 027,6,31
